iter	Logloss
0	0.4151424789
1	0.2534021549
2	0.176398152
3	0.1348311585
4	0.1113706695
5	0.09393851542
6	0.08267963312
7	0.07476213891
8	0.06742317044
9	0.06191967043
10	0.05811310598
11	0.05518933006
12	0.0526597973
13	0.05118065345
14	0.04915233603
15	0.04565510983
16	0.0440283
17	0.04271501419
18	0.0407910497
19	0.03887836962
20	0.03749023087
21	0.03641387769
22	0.03522079786
23	0.03392670437
24	0.03221251545
25	0.03120085787
26	0.03035129777
27	0.02971300486
28	0.02841939534
29	0.02696205344
30	0.02621155438
31	0.02537718948
32	0.02439966208
33	0.02345005589
34	0.02241564945
35	0.02193186018
36	0.02134478777
37	0.02074849337
38	0.02001780869
39	0.01928040797
40	0.01879366206
41	0.01814276418
42	0.01773498862
43	0.01731275771
44	0.01697534382
45	0.01653597427
46	0.01602990477
47	0.01551875284
48	0.01486238307
49	0.01471400429
50	0.01436388218
51	0.0139260506
52	0.01339373271
53	0.01315009045
54	0.01267152171
55	0.01239315432
56	0.01202010399
57	0.01168203572
58	0.01145728898
59	0.01115108984
60	0.01093346985
61	0.01082186813
62	0.01053050028
63	0.0103514524
64	0.01000238797
65	0.009842097295
66	0.009662897308
67	0.009491461829
68	0.009331353876
69	0.009129432621
70	0.008912172321
71	0.008786164272
72	0.008648708949
73	0.008484318457
74	0.008332664057
75	0.008120156345
76	0.00802847061
77	0.007937353642
78	0.007759119814
79	0.00759350244
80	0.007496801032
81	0.007271941049
82	0.007237990128
83	0.007198534014
84	0.007128607344
85	0.006972221245
86	0.006848540892
87	0.006697545186
88	0.006633064498
89	0.006568839172
90	0.006469985861
91	0.006279035404
92	0.006105306866
93	0.006068956853
94	0.006024076072
95	0.005937218497
96	0.005815800974
97	0.005751711456
98	0.005710275317
99	0.005642554335
100	0.005589738296
101	0.005529411698
102	0.0054485397
103	0.005387354313
104	0.005347125607
105	0.005316347564
106	0.005242461291
107	0.005220967749
108	0.005118251319
109	0.005026575344
110	0.004905076034
111	0.004889401749
112	0.004775654588
113	0.004715062225
114	0.004696712391
115	0.004549022307
116	0.004497984849
117	0.004392589023
118	0.004289525832
119	0.004257088393
120	0.004243753158
121	0.004146941903
122	0.004109689125
123	0.004066023561
124	0.003977128624
125	0.003933957586
126	0.00384244344
127	0.003824308063
128	0.00380721802
129	0.003768758542
130	0.00370850311
131	0.003622208602
132	0.003597272796
133	0.003533640664
134	0.003497085848
135	0.003406394989
136	0.003366832576
137	0.003366821602
138	0.003339293368
139	0.003339279364
140	0.003321246246
141	0.003260751278
142	0.003228229711
143	0.0032006843
144	0.00315205477
145	0.003136404645
146	0.003136362951
147	0.003136323449
148	0.003136303342
149	0.003136306176
150	0.003136296927
151	0.003136282223
152	0.003136287066
153	0.00313627774
154	0.003136262856
155	0.003136267755
156	0.003136265331
157	0.00313625281
158	0.00313620939
159	0.003136154703
160	0.003136126763
161	0.003136096285
162	0.003136082067
163	0.003136066022
164	0.003136054841
165	0.00313601172
166	0.003135965622
167	0.003135965622
168	0.003135965622
169	0.003103196931
170	0.003062036556
171	0.00304119575
172	0.003023615146
173	0.003023598247
174	0.003023579624
175	0.003023556488
176	0.003023556488
177	0.003023548577
178	0.003023547206
179	0.003023547206
180	0.003023532293
181	0.003023512304
182	0.003023511609
183	0.003023501944
184	0.003004115112
185	0.002987915587
186	0.002937896859
187	0.002907463641
188	0.002875004394
189	0.002812651335
190	0.002784421127
191	0.002755799735
192	0.002679123368
193	0.002679123368
194	0.00263872321
195	0.002578348224
196	0.002578348224
197	0.002564290574
198	0.00251107834
199	0.002511074512
200	0.002485662968
201	0.002464163792
202	0.002450283448
203	0.002403855059
204	0.002382724747
205	0.00235246995
206	0.002322305559
207	0.002322305559
208	0.002322305559
209	0.002322305559
210	0.002322285344
211	0.002322285344
212	0.002322272903
213	0.00232225205
214	0.002322231249
215	0.00231107028
216	0.002311055743
217	0.002311055743
218	0.002311055743
219	0.002311059647
220	0.002311026333
221	0.002278530737
222	0.002278530737
223	0.002278523772
224	0.002278523772
225	0.002278460111
226	0.002278456872
227	0.002278456872
228	0.002278456872
229	0.002278436145
230	0.002278436145
231	0.002278413273
232	0.002278407838
233	0.002278407838
234	0.002278386899
235	0.002278386875
236	0.002278386875
237	0.002278386875
238	0.002278386875
239	0.002278367095
240	0.002278359444
241	0.002278346733
242	0.002278346733
243	0.002278330045
244	0.002278330045
245	0.002278330045
246	0.002278314778
247	0.002278314778
248	0.002278297393
249	0.002278297393
250	0.002278297393
251	0.002278274259
252	0.002278274259
253	0.002278274259
254	0.002278274259
255	0.002278238144
256	0.002278238144
257	0.002278238144
258	0.002278232177
259	0.002278232177
260	0.002278192384
261	0.002278201858
262	0.002278201858
263	0.002278201858
264	0.00227816391
265	0.00227816391
266	0.00227816391
267	0.00227816391
268	0.00227816391
269	0.002278137408
270	0.002278137408
271	0.002278137408
272	0.002278137408
273	0.002278137408
274	0.002278124529
275	0.002278124529
276	0.002278124529
277	0.002278124529
278	0.002278124529
279	0.002278124529
280	0.002278091877
281	0.002278077582
282	0.002278080409
283	0.002278080409
284	0.002278056374
285	0.002278029355
286	0.002278029355
287	0.002278029355
288	0.002278029355
289	0.002278029355
290	0.002278029355
291	0.002278029355
292	0.002278018487
293	0.002278018487
294	0.002278018487
295	0.00227801589
296	0.002277999342
297	0.002277983387
298	0.002277980471
299	0.002277965432
300	0.002277965432
301	0.002277959515
302	0.002277959515
303	0.002277959515
304	0.002277959515
305	0.002277915746
306	0.002277915746
307	0.002277915746
308	0.002277915746
309	0.002277915746
310	0.002277915746
311	0.00227786004
312	0.00227786004
313	0.00227786004
314	0.00227786004
315	0.00227786004
316	0.00227786004
317	0.002277870574
318	0.002277843681
319	0.002277834491
320	0.002277834292
321	0.002277834292
322	0.002277834292
323	0.002277819503
324	0.002277817133
325	0.002277817133
326	0.002277817133
327	0.002277817133
328	0.002277806428
329	0.002277770375
330	0.002277770375
331	0.002277754068
332	0.002277740638
333	0.00227773228
